case_id,split,record_id,window_id,true_class,expected_class,pred_class,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,mem_file,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_terminal_delay_count,qrs_late_energy_count,qrs_asymmetry_count,qrs_peak_to_tail_count,qrs_pvc_like_count,qrs_rbbb_like_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum
116,train,chf07,0,CHF,1,1,1,-139214906,32563797,-13077691,-80601828,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0116_train_CHF_chf07_w00000.mem,85,71,12,0,19,142,71,83,297,63,40,31,23,18,16,15,13,13,12,11,11,11,10,10,5,85,6,10,6,0,0,0,0,0,0,0,0,7084,0,261,93,0,21,0,0,0,85,1,1,85,8,5,83,12,83,297
117,train,chf07,599,CHF,1,1,1,-81931903,71769481,-89545437,-96515765,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0117_train_CHF_chf07_w00599.mem,76,71,3,0,195,142,71,74,177,40,25,24,19,14,11,11,8,6,4,3,3,3,3,3,1,76,1,3,1,0,0,0,0,0,0,0,0,5648,0,198,83,0,0,0,0,0,76,0,0,76,1,1,74,3,74,177
118,train,chf07,1145,CHF,1,1,1,-63901025,-18286223,-25941134,-87009634,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0118_train_CHF_chf07_w01145.mem,75,64,9,5,65,208,64,73,364,63,55,51,36,31,27,19,15,12,10,9,9,9,9,9,5,75,6,22,6,0,0,0,0,0,0,0,0,5034,5,297,135,1,5,1,0,0,75,0,0,75,3,5,73,9,73,364
119,train,chf07,1198,CHF,1,1,1,-111534651,-25571042,-31410963,-27031715,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0119_train_CHF_chf07_w01198.mem,76,55,19,0,488,110,55,74,540,66,62,56,51,47,40,36,31,28,25,22,21,19,19,17,13,76,9,25,9,0,0,0,0,0,0,0,0,5538,0,243,108,0,1,0,0,0,76,0,0,76,7,13,74,19,74,540
120,train,chf08,0,CHF,1,1,1,-84068134,41679023,-56823248,-98775798,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0120_train_CHF_chf08_w00000.mem,70,60,8,0,0,167,60,68,186,42,24,12,11,9,9,9,9,9,9,9,9,9,8,8,3,70,3,14,3,0,0,0,0,0,0,0,0,3913,0,215,70,0,0,0,0,0,70,1,1,70,3,3,68,8,68,186
121,train,chf08,599,CHF,1,1,1,-86610403,89108978,-120300328,-80381501,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0121_train_CHF_chf08_w00599.mem,84,80,2,0,289,80,80,82,57,25,5,3,2,2,2,2,2,2,2,2,2,2,2,2,0,84,0,0,0,0,0,0,0,0,0,0,0,4143,0,244,85,0,0,0,0,0,84,0,0,84,0,0,82,2,82,57
122,train,chf08,1198,CHF,1,1,1,-67281592,41237221,-80993793,-91810786,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0122_train_CHF_chf08_w01198.mem,59,57,0,0,1108,0,57,57,44,32,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3399,0,302,59,0,0,0,0,0,59,0,0,59,0,0,57,0,57,44
123,train,chf09,0,CHF,1,0,1,-38184453,-39193850,-43595851,-78831701,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0123_train_CHF_chf09_w00000.mem,106,96,8,203,5574,1908,95,104,356,85,66,46,33,24,17,15,11,10,9,8,8,8,8,8,2,105,16,242,7,0,12,0,0,0,0,0,0,5316,195,1487,228,3,13,3,0,0,105,0,0,105,1,2,104,8,104,356
124,train,chf09,593,CHF,1,1,1,-24301358,76631543,-114584631,-134433907,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0124_train_CHF_chf09_w00593.mem,95,91,2,189,5811,2493,91,93,76,22,9,6,5,5,4,4,3,3,3,3,3,2,2,2,0,95,9,174,3,0,6,0,0,0,0,0,0,1602,178,1794,260,11,14,11,1,0,95,0,0,95,0,0,93,2,93,76
125,train,chf09,997,CHF,1,1,1,-33050253,43009591,-132943311,-70838852,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0125_train_CHF_chf09_w00997.mem,99,92,5,155,3085,427,92,97,113,33,12,7,6,5,5,5,5,5,5,5,5,5,5,5,2,99,5,75,0,0,5,0,0,0,0,0,0,3095,150,782,180,1,1,1,0,0,99,0,0,99,1,2,97,5,97,113
126,train,chf09,1185,CHF,1,1,1,-63141136,79573733,-150437742,-61758385,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0126_train_CHF_chf09_w01185.mem,97,91,4,192,4323,273,91,95,98,25,7,6,6,6,6,6,5,5,5,5,4,4,4,4,0,97,1,10,0,0,1,0,0,0,0,0,0,3688,186,769,125,0,0,0,0,0,97,0,0,97,0,0,95,4,95,98
127,train,chf10,0,CHF,1,1,1,7492675,36203271,-160388947,-80046808,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0127_train_CHF_chf10_w00000.mem,121,117,2,11,137,1209,117,119,73,29,11,6,4,3,2,2,2,2,2,2,2,2,2,2,0,121,0,0,0,0,0,0,0,0,0,0,0,4223,11,298,126,0,0,0,0,0,121,0,0,121,0,0,119,2,119,73
128,train,chf10,599,CHF,1,3,1,-137525783,-53189632,-7906781,494490,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0128_train_CHF_chf10_w00599.mem,97,57,38,0,10,57,57,95,674,73,71,57,45,44,42,38,38,38,38,38,38,38,38,38,27,97,1,2,1,0,0,0,0,0,0,0,0,2581,0,176,126,0,0,0,0,0,97,0,0,97,34,27,95,38,95,674
129,train,chf10,1198,CHF,1,1,1,-107870696,122553672,-149669812,-62962498,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0129_train_CHF_chf10_w01198.mem,109,105,2,0,0,0,105,107,54,26,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,108,0,0,0,0,0,0,0,0,0,0,0,4553,0,108,110,0,0,0,0,0,108,0,0,108,0,0,107,2,107,54
130,train,chf13,0,CHF,1,1,1,-45427902,46603208,-90458660,-109288637,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0130_train_CHF_chf13_w00000.mem,99,97,0,0,0,1241,97,97,64,39,15,7,2,1,0,0,0,0,0,0,0,0,0,0,0,99,1,34,0,0,1,0,0,0,0,0,0,4239,0,227,101,0,0,0,0,0,99,0,0,99,0,0,97,0,97,64
131,train,chf13,76,CHF,1,1,1,-69856816,94196652,-106217363,-113327406,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0131_train_CHF_chf13_w00076.mem,94,89,3,0,0,702,88,92,80,24,12,7,5,3,3,3,3,3,3,3,3,3,3,2,1,93,3,22,2,0,1,0,0,0,0,0,0,3954,0,269,95,0,0,0,0,0,93,0,0,93,1,1,92,3,92,80
132,train,chf13,599,CHF,1,1,1,-68437183,125755963,-145879014,-106059982,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0132_train_CHF_chf13_w00599.mem,99,97,0,0,298,460,97,97,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,2,1,0,0,0,0,0,0,0,0,3441,0,260,99,0,0,0,0,0,99,0,0,99,0,0,97,0,97,12
133,train,chf13,1198,CHF,1,1,1,-84212815,128618425,-145975744,-93289039,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0133_train_CHF_chf13_w01198.mem,89,87,0,0,0,89,87,87,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3655,0,172,89,0,0,0,0,0,89,0,0,89,0,0,87,0,87,6
134,train,16265,0,NSR,0,0,1,22706445,-34013850,-99995873,-90664939,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0134_train_NSR_16265_w00000.mem,94,90,2,189,5159,2044,90,92,77,40,10,3,2,2,2,2,2,2,2,2,2,2,2,2,0,94,0,0,0,0,0,0,0,0,0,0,0,4127,187,1058,96,0,0,0,0,0,94,0,0,94,0,0,92,2,92,77
135,train,16265,763,NSR,0,0,1,47533286,-89850814,-45467889,-110909708,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0135_train_NSR_16265_w00763.mem,70,66,2,140,4236,1647,66,68,224,56,41,32,28,16,13,12,8,6,4,4,2,2,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,3780,140,908,72,0,0,0,0,0,70,1,1,70,15,1,68,2,68,224
136,train,16265,1526,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0136_train_NSR_16265_w01526.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,train,16420,0,NSR,0,0,1,39586304,-49225831,-107930530,-79082158,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0137_train_NSR_16420_w00000.mem,95,93,0,189,2903,1389,93,93,62,40,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,3234,189,402,96,0,0,0,0,0,95,0,0,95,0,0,93,0,93,62
138,train,16420,719,NSR,0,0,1,40187380,-105192162,-39599481,-90667942,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0138_train_NSR_16420_w00719.mem,68,65,1,135,2002,845,65,66,204,54,47,33,24,15,11,6,5,4,1,1,1,1,1,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3537,135,276,68,0,0,0,0,0,68,0,0,68,1,0,66,1,66,204
139,train,16420,1437,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0139_train_NSR_16420_w01437.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,train,16483,0,NSR,0,1,1,-36365682,62038063,-121918118,-96635951,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0140_train_NSR_16483_w00000.mem,98,94,2,190,2877,1173,94,96,71,22,10,5,5,4,3,3,3,3,3,2,2,2,2,2,1,98,4,17,4,0,0,0,0,0,0,0,0,3649,186,458,166,5,7,5,1,0,98,0,0,98,3,1,96,2,96,71
141,train,16483,778,NSR,0,0,1,17197513,-117467099,-17631604,-81423021,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0141_train_NSR_16483_w00778.mem,80,71,7,153,2990,1181,71,78,206,57,36,17,13,10,9,8,7,7,7,7,7,7,7,7,1,80,2,10,2,0,0,0,0,0,0,0,0,3064,153,539,162,0,0,0,0,0,80,0,0,80,2,1,78,7,78,206
142,train,16483,1556,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0142_train_NSR_16483_w01556.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,train,16795,0,NSR,0,0,1,-18514223,-57506514,-20740927,-99050954,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0143_train_NSR_16795_w00000.mem,65,58,5,40,1169,471,58,63,266,49,43,34,29,20,17,15,15,12,9,7,4,4,4,4,2,65,0,0,0,0,0,0,0,0,0,0,0,3991,39,268,100,0,0,0,0,0,65,0,0,65,6,2,63,5,63,266
144,train,16795,707,NSR,0,0,1,6365675,-70372626,-42726904,-85629850,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0144_train_NSR_16795_w00707.mem,61,57,2,121,1975,625,57,59,322,54,49,45,37,33,31,28,20,12,6,3,2,1,1,0,0,61,1,1,1,0,0,0,0,0,0,0,0,3397,119,304,71,0,1,0,0,0,61,0,0,61,5,0,59,2,59,322
145,train,16795,1139,NSR,0,0,1,28904236,-87089341,-37988742,-96547275,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0145_train_NSR_16795_w01139.mem,52,48,2,103,1538,464,48,50,225,43,38,34,27,21,18,15,12,7,3,3,2,1,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,2779,103,249,52,0,0,0,0,0,52,0,0,52,0,0,50,2,50,225
146,train,16795,1413,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0146_train_NSR_16795_w01413.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,train,17453,0,NSR,0,0,1,36619637,-92712845,-45294624,-98080718,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0147_train_NSR_17453_w00000.mem,84,82,0,167,3900,1596,82,82,140,59,35,21,13,8,4,0,0,0,0,0,0,0,0,0,0,84,1,7,1,0,0,0,0,0,0,0,0,3157,167,749,90,0,0,0,0,0,84,0,0,84,0,0,82,0,82,140
148,train,17453,731,NSR,0,0,1,6200708,-74544297,-29247945,-101390210,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0148_train_NSR_17453_w00731.mem,82,78,2,161,3710,1475,78,80,197,62,46,31,16,10,6,5,3,3,3,3,3,2,2,2,1,82,3,24,3,0,0,0,0,0,0,0,0,2836,161,645,182,0,2,0,0,0,82,0,0,82,2,1,80,2,80,197
149,train,17453,922,NSR,0,0,1,41616238,-103803489,-30767973,-104357565,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0149_train_NSR_17453_w00922.mem,70,68,0,139,3402,1355,68,68,201,60,51,39,23,14,7,3,3,1,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,3384,139,591,70,0,0,0,0,0,70,0,0,70,0,0,68,0,68,201
150,train,17453,1461,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0150_train_NSR_17453_w01461.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,train,18177,0,NSR,0,1,1,-50835579,92239833,-144949337,-91508138,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0151_train_NSR_18177_w00000.mem,111,107,2,28,1345,797,107,109,85,21,12,7,6,5,5,5,5,3,3,3,3,3,2,2,0,111,0,0,0,0,0,0,0,0,0,0,0,3760,26,409,114,1,1,1,0,0,111,0,0,111,0,0,109,2,109,85
152,train,18177,778,NSR,0,0,1,11663461,-26604479,-115283500,-66276904,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0152_train_NSR_18177_w00778.mem,98,96,0,175,2227,924,96,96,49,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,3811,175,425,98,0,0,0,0,0,98,0,0,98,0,0,96,0,96,49
153,train,18177,1556,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0153_train_NSR_18177_w01556.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,train,18184,0,NSR,0,0,1,27741890,-83441584,-49776597,-90634851,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0154_train_NSR_18184_w00000.mem,86,76,8,171,3407,1287,76,84,198,46,26,18,13,11,10,10,8,8,8,8,8,8,8,8,7,86,0,0,0,0,0,0,0,0,0,0,0,3182,171,594,110,0,0,0,0,0,86,1,1,86,16,7,84,8,84,198
155,train,18184,712,NSR,0,0,1,24948162,-48445031,-72414149,-102397162,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0155_train_NSR_18184_w00712.mem,86,83,1,171,3820,1629,83,84,141,49,29,20,12,8,5,5,3,3,3,3,1,0,0,0,0,86,1,7,1,0,0,0,0,0,0,0,0,3552,171,720,91,0,0,0,0,0,86,0,0,86,0,0,84,1,84,141
156,train,18184,1423,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0156_train_NSR_18184_w01423.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,train,19088,0,NSR,0,1,1,16635306,19989515,-151900518,-80871527,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0157_train_NSR_19088_w00000.mem,106,100,4,36,258,633,100,104,125,29,18,9,8,8,7,7,6,6,6,5,5,4,4,3,0,106,1,8,1,0,0,0,0,0,0,0,0,3248,36,472,106,0,0,0,0,0,106,0,0,106,0,0,104,4,104,125
158,train,19088,409,NSR,0,0,1,-13335540,-20958907,-76417802,-85956468,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0158_train_NSR_19088_w00409.mem,94,92,0,20,607,606,92,92,96,48,26,12,5,3,1,1,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,3299,20,200,94,0,0,0,0,0,94,0,0,94,0,0,92,0,92,96
159,train,19088,713,NSR,0,0,1,54401072,-90227151,-64139413,-95996225,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0159_train_NSR_19088_w00713.mem,76,73,1,46,346,509,73,74,193,56,47,32,20,11,10,6,4,3,3,1,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,3377,46,152,76,0,0,0,0,0,76,0,0,76,0,0,74,1,74,193
160,train,19088,1426,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0160_train_NSR_19088_w01426.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,train,19093,0,NSR,0,3,1,-122405409,-104801316,-13449770,41415044,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0161_train_NSR_19093_w00000.mem,129,48,79,128,2166,376,48,127,1198,92,79,79,79,79,79,79,79,79,79,79,79,79,79,79,74,129,4,53,4,0,1,0,0,0,0,0,0,5923,128,1169,129,0,0,0,0,0,129,0,0,129,41,74,127,79,127,1198
162,train,19093,696,NSR,0,0,1,10671831,-77675029,-31513733,-96116538,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0162_train_NSR_19093_w00696.mem,57,55,0,114,2813,595,55,55,237,49,44,34,31,25,19,15,10,6,3,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,3679,114,457,57,0,0,0,0,0,57,0,0,57,0,0,55,0,55,237
163,train,19093,1392,NSR,0,1,1,-22740386,6730843,-26263478,-153893553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0163_train_NSR_19093_w01392.mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,val,04126,0,AFF,3,2,1,-143031943,-51691923,-228865,-9457622,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0164_val_AFF_04126_w00000.mem,106,73,31,16,858,375,73,104,647,90,69,54,49,45,40,39,38,38,36,34,31,29,28,27,13,106,15,68,15,0,2,0,0,0,0,0,0,6283,13,325,125,1,3,1,0,0,106,0,0,106,33,13,104,31,104,647
165,val,04126,306,AFF,3,2,1,-112790817,-75571777,3736698,-12579412,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0165_val_AFF_04126_w00306.mem,73,36,35,0,363,77,36,71,604,65,53,47,44,41,37,36,36,35,35,35,35,35,35,35,25,73,0,0,0,0,0,0,0,0,0,0,0,3837,0,111,73,0,0,0,0,0,73,0,0,73,18,25,71,35,71,604
166,val,04126,612,AFF,3,2,1,-93191014,-28642683,-11348439,-62063100,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0166_val_AFF_04126_w00612.mem,61,42,17,0,42,126,42,59,364,48,42,37,29,27,24,20,19,17,17,17,17,17,17,16,9,61,2,5,2,0,0,0,0,0,0,0,0,3052,0,74,62,0,0,0,0,0,61,0,0,61,7,9,59,17,59,364
167,val,08215,0,AFF,3,1,1,-94983681,100226877,-110017945,-91794528,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0167_val_AFF_08215_w00000.mem,79,68,9,0,984,136,68,77,184,20,13,13,13,13,13,13,12,12,12,12,11,9,9,9,3,79,0,0,0,0,0,0,0,0,0,0,0,2820,0,166,80,0,0,0,0,0,79,1,1,79,2,3,77,9,77,184
168,val,08215,300,AFF,3,3,1,-124949123,-67408514,-34950444,27103339,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0168_val_AFF_08215_w00300.mem,74,26,46,0,456,66,26,72,839,70,68,66,64,63,61,56,55,53,49,49,47,46,46,46,19,74,0,0,0,0,0,0,0,0,0,0,0,4181,0,143,74,0,0,0,0,0,74,0,0,74,19,19,72,46,72,839
169,val,08215,306,AFF,3,3,1,-112082937,-70763538,-15212431,-2056991,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0169_val_AFF_08215_w00306.mem,74,21,51,0,516,42,21,72,875,72,69,66,65,64,64,63,59,57,53,52,51,49,47,44,22,74,0,0,0,0,0,0,0,0,0,0,0,3105,0,138,74,0,0,0,0,0,74,0,0,74,19,22,72,51,72,875
170,val,08215,359,AFF,3,3,1,-113661721,-58708153,-42963589,18591499,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0170_val_AFF_08215_w00359.mem,67,27,38,0,0,27,27,65,753,63,62,62,60,59,58,53,50,49,46,41,39,38,37,36,18,67,0,0,0,0,0,0,0,0,0,0,0,2654,0,67,67,0,0,0,0,0,67,0,0,67,13,18,65,38,65,753
171,val,08215,549,AFF,3,3,1,-113520678,-55914030,-60673831,31839848,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0171_val_AFF_08215_w00549.mem,64,27,35,0,704,54,27,62,690,60,58,57,53,51,51,48,48,46,39,39,36,36,34,34,9,64,0,0,0,0,0,0,0,0,0,0,0,3708,0,128,64,0,0,0,0,0,64,0,0,64,12,9,62,35,62,690
172,val,08215,612,AFF,3,3,1,-115915248,-61249217,-41561749,19898623,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0172_val_AFF_08215_w00612.mem,66,25,39,0,711,67,25,64,692,61,58,56,53,50,47,46,43,42,41,41,40,39,38,37,12,66,1,4,1,0,0,0,0,0,0,0,0,3931,0,134,66,0,0,0,0,0,66,0,0,66,13,12,64,39,64,692
173,val,08219,0,AFF,3,2,1,-99965177,-39899614,-9366419,-50629925,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0173_val_AFF_08219_w00000.mem,105,82,21,4,219,462,82,103,481,83,67,56,33,29,24,24,23,21,21,21,21,20,19,19,8,104,4,28,3,0,2,0,0,0,0,0,0,4587,3,225,128,0,0,0,0,0,104,0,0,104,6,8,103,21,103,481
174,val,08219,306,AFF,3,3,1,-140390985,-47692979,-59695562,47378322,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0174_val_AFF_08219_w00306.mem,108,67,39,0,0,198,67,106,900,102,94,86,77,71,68,60,54,52,46,46,42,36,34,32,15,108,0,0,0,0,0,0,0,0,0,0,0,3648,0,120,108,0,0,0,0,0,108,0,0,108,19,15,106,39,106,900
175,val,08219,612,AFF,3,3,1,-159752007,-35400859,-79179037,70643435,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0175_val_AFF_08219_w00612.mem,96,35,58,0,0,68,34,94,1012,90,80,78,75,72,71,69,69,68,66,66,62,56,51,39,19,95,3,2,3,0,0,0,0,0,0,0,0,5516,0,93,97,0,0,0,0,0,95,0,0,95,30,19,93,58,93,997
